Date,Time,BhutanGold,BhutanDeluxe
25/11/2023,4:15 PM,70,15
25/11/2023,4:30 PM,24,0
25/11/2023,4:45 PM,46,64
25/11/2023,5:00 PM,95,97
25/11/2023,5:15 PM,17,64
25/11/2023,5:30 PM,74,48
25/11/2023,5:45 PM,10,47
25/11/2023,6:00 PM,32,55
25/11/2023,6:15 PM,21,41
25/11/2023,6:30 PM,16,22
25/11/2023,6:45 PM,7,82
25/11/2023,7:00 PM,1,29
25/11/2023,7:15 PM,60,22
25/11/2023,7:30 PM,62,37
25/11/2023,7:45 PM,29,44
25/11/2023,8:00 PM,23,20
25/11/2023,8:15 PM,38,30
25/11/2023,8:30 PM,14,41
25/11/2023,8:45 PM,51,66
25/11/2023,9:00 PM,80,68
26/11/2023,9:00 AM,34,19
26/11/2023,9:15 AM,85,59
26/11/2023,9:30 AM,4,73
26/11/2023,9:45 AM,92,99
26/11/2023,10:00 AM,43,61
26/11/2023,10:15 AM,47,8
26/11/2023,10:30 AM,77,8
26/11/2023,10:45 AM,29,24
26/11/2023,11:00 AM,77,17
26/11/2023,11:15 AM,32,93
26/11/2023,11:30 AM,26,9
26/11/2023,11:45 AM,36,41
26/11/2023,12:00 PM,83,36
26/11/2023,12:15 PM,42,5
26/11/2023,12:30 PM,65,52
26/11/2023,12:45 PM,23,12
26/11/2023,1:00 PM,51,17
26/11/2023,1:15 PM,23,65
26/11/2023,1:30 PM,41,16
26/11/2023,1:45 PM,29,84
26/11/2023,2:00 PM,18,17
26/11/2023,2:15 PM,62,13
26/11/2023,2:30 PM,45,5
26/11/2023,2:45 PM,5,82
26/11/2023,3:00 PM,28,80
26/11/2023,3:15 PM,63,33
26/11/2023,3:30 PM,35,93
26/11/2023,3:45 PM,60,35
26/11/2023,4:00 PM,39,9
26/11/2023,4:15 PM,21,85
26/11/2023,4:30 PM,45,26
26/11/2023,4:45 PM,6,70
26/11/2023,5:00 PM,5,17
26/11/2023,5:15 PM,53,10
26/11/2023,5:30 PM,76,74
26/11/2023,5:45 PM,99,21
26/11/2023,6:00 PM,89,41
26/11/2023,6:15 PM,53,9
26/11/2023,6:30 PM,12,39
26/11/2023,6:45 PM,34,52
26/11/2023,7:00 PM,58,77
26/11/2023,7:15 PM,11,36
26/11/2023,7:30 PM,38,42
26/11/2023,7:45 PM,41,49
26/11/2023,8:00 PM,12,49
26/11/2023,8:15 PM,31,2
26/11/2023,8:30 PM,61,74
26/11/2023,8:45 PM,65,32
26/11/2023,9:00 PM,36,22
27/11/2023,9:00 AM,88,78
27/11/2023,9:15 AM,61,18
27/11/2023,9:30 AM,87,69
27/11/2023,9:45 AM,40,43
27/11/2023,10:00 AM,46,29
27/11/2023,10:15 AM,47,29
27/11/2023,10:30 AM,50,93
27/11/2023,10:45 AM,77,91
27/11/2023,11:00 AM,26,32
27/11/2023,11:15 AM,49,47
27/11/2023,11:30 AM,77,88
27/11/2023,11:45 AM,98,63
27/11/2023,12:00 PM,55,13
27/11/2023,12:15 PM,53,23
27/11/2023,12:30 PM,22,14
27/11/2023,12:45 PM,52,80
27/11/2023,1:00 PM,28,86
27/11/2023,1:15 PM,97,53
27/11/2023,1:30 PM,37,29
27/11/2023,1:45 PM,7,6
27/11/2023,2:00 PM,11,41
27/11/2023,2:15 PM,31,74
27/11/2023,2:30 PM,35,58
27/11/2023,2:45 PM,18,30
27/11/2023,3:00 PM,54,16
27/11/2023,3:15 PM,57,54
27/11/2023,3:30 PM,97,8
27/11/2023,3:45 PM,9,56
27/11/2023,4:00 PM,85,12
27/11/2023,4:15 PM,76,61
27/11/2023,4:30 PM,36,90
27/11/2023,4:45 PM,65,20
27/11/2023,5:00 PM,42,80
27/11/2023,5:15 PM,89,11
27/11/2023,5:30 PM,69,79
27/11/2023,5:45 PM,21,3
27/11/2023,6:00 PM,71,27
27/11/2023,6:15 PM,19,22
27/11/2023,6:30 PM,19,63
27/11/2023,6:45 PM,98,57
27/11/2023,7:00 PM,94,48
27/11/2023,7:15 PM,82,19
27/11/2023,7:30 PM,41,54
27/11/2023,7:45 PM,14,98
27/11/2023,8:00 PM,85,34
27/11/2023,8:15 PM,34,75
27/11/2023,8:30 PM,28,11
27/11/2023,8:45 PM,28,80
27/11/2023,9:00 PM,81,10
28/11/2023,9:00 AM,63,29
28/11/2023,9:15 AM,71,52
28/11/2023,9:30 AM,61,51
28/11/2023,9:45 AM,99,88
28/11/2023,10:00 AM,58,70
28/11/2023,10:15 AM,16,39
28/11/2023,10:30 AM,70,82
28/11/2023,10:45 AM,68,25
28/11/2023,11:00 AM,13,37
28/11/2023,11:15 AM,7,16
28/11/2023,11:30 AM,60,1
28/11/2023,11:45 AM,93,42
28/11/2023,12:00 PM,64,51
28/11/2023,12:15 PM,31,23
28/11/2023,12:30 PM,8,84
28/11/2023,12:45 PM,30,62
28/11/2023,1:00 PM,64,87
28/11/2023,1:15 PM,17,13
28/11/2023,1:30 PM,97,29
28/11/2023,1:45 PM,15,35
28/11/2023,2:00 PM,68,80
28/11/2023,2:15 PM,50,35
28/11/2023,2:30 PM,5,63
28/11/2023,2:45 PM,88,45
28/11/2023,3:00 PM,41,27
28/11/2023,3:15 PM,4,90
28/11/2023,3:30 PM,43,71
28/11/2023,3:45 PM,71,1
28/11/2023,4:00 PM,74,50
28/11/2023,4:15 PM,66,13
28/11/2023,4:30 PM,13,66
28/11/2023,4:45 PM,47,6
28/11/2023,5:00 PM,73,26
28/11/2023,5:15 PM,44,98
28/11/2023,5:30 PM,32,75
28/11/2023,5:45 PM,10,39
28/11/2023,6:00 PM,70,47
28/11/2023,6:15 PM,93,8
28/11/2023,6:30 PM,89,28
28/11/2023,6:45 PM,15,51
28/11/2023,7:00 PM,98,36
28/11/2023,7:15 PM,63,12
28/11/2023,7:30 PM,4,72
28/11/2023,7:45 PM,57,36
28/11/2023,8:00 PM,68,92
28/11/2023,8:15 PM,86,43
28/11/2023,8:30 PM,14,11
28/11/2023,8:45 PM,52,88
28/11/2023,9:00 PM,77,49
29/11/2023,9:00 AM,80,45
29/11/2023,9:15 AM,49,79
29/11/2023,9:30 AM,74,51
29/11/2023,9:45 AM,34,51
29/11/2023,10:00 AM,53,18
29/11/2023,10:15 AM,6,97
29/11/2023,10:30 AM,3,17
29/11/2023,10:45 AM,23,2
29/11/2023,11:00 AM,73,33
29/11/2023,11:15 AM,44,40
29/11/2023,11:30 AM,15,45
29/11/2023,11:45 AM,16,57
29/11/2023,12:00 PM,62,64
29/11/2023,12:15 PM,68,28
29/11/2023,12:30 PM,58,66
29/11/2023,12:45 PM,54,18
29/11/2023,1:00 PM,36,51
29/11/2023,1:15 PM,38,13
29/11/2023,1:30 PM,5,29
29/11/2023,1:45 PM,24,41
29/11/2023,2:00 PM,22,60
29/11/2023,2:15 PM,62,54
29/11/2023,2:30 PM,96,29
29/11/2023,2:45 PM,39,83
29/11/2023,3:00 PM,70,14
29/11/2023,3:15 PM,4,44
29/11/2023,3:30 PM,6,63
29/11/2023,3:45 PM,20,5
29/11/2023,4:00 PM,12,73
29/11/2023,4:15 PM,40,23
29/11/2023,4:30 PM,22,81
29/11/2023,4:45 PM,10,86
29/11/2023,5:00 PM,99,3
29/11/2023,5:15 PM,5,45
29/11/2023,5:30 PM,76,0
29/11/2023,5:45 PM,43,1
29/11/2023,6:00 PM,67,69
29/11/2023,6:15 PM,5,97
29/11/2023,6:30 PM,91,39
29/11/2023,6:45 PM,32,27
29/11/2023,7:00 PM,83,77
29/11/2023,7:15 PM,17,78
29/11/2023,7:30 PM,85,77
29/11/2023,7:45 PM,11,38
29/11/2023,8:00 PM,74,3
29/11/2023,8:15 PM,12,56
29/11/2023,8:30 PM,42,34
29/11/2023,8:45 PM,19,14
29/11/2023,9:00 PM,67,3
30/11/2023,9:00 AM,71,35
30/11/2023,9:15 AM,2,0
30/11/2023,9:30 AM,60,21
30/11/2023,9:45 AM,13,27
30/11/2023,10:00 AM,45,60
30/11/2023,10:15 AM,90,45
30/11/2023,10:30 AM,45,29
30/11/2023,10:45 AM,38,40
30/11/2023,11:00 AM,12,0
30/11/2023,11:15 AM,11,6
30/11/2023,11:30 AM,69,70
30/11/2023,11:45 AM,69,12
30/11/2023,12:00 PM,84,34
30/11/2023,12:15 PM,89,41
30/11/2023,12:30 PM,95,46
30/11/2023,12:45 PM,86,65
30/11/2023,1:00 PM,3,4
30/11/2023,1:15 PM,59,30
30/11/2023,1:30 PM,70,16
30/11/2023,1:45 PM,78,89
30/11/2023,2:00 PM,55,79
30/11/2023,2:15 PM,86,63
30/11/2023,2:30 PM,90,85
30/11/2023,2:45 PM,45,54
30/11/2023,3:00 PM,50,92
30/11/2023,3:15 PM,24,61
30/11/2023,3:30 PM,28,0
30/11/2023,3:45 PM,65,48
30/11/2023,4:00 PM,15,25
30/11/2023,4:15 PM,72,95
30/11/2023,4:30 PM,52,80
30/11/2023,4:45 PM,56,42
30/11/2023,5:00 PM,25,49
30/11/2023,5:15 PM,25,79
30/11/2023,5:30 PM,23,86
30/11/2023,5:45 PM,3,16
30/11/2023,6:00 PM,40,52
30/11/2023,6:15 PM,75,36
30/11/2023,6:30 PM,80,20
30/11/2023,6:45 PM,61,18
30/11/2023,7:00 PM,33,61
30/11/2023,7:15 PM,18,77
30/11/2023,7:30 PM,99,29
30/11/2023,7:45 PM,50,12
30/11/2023,8:00 PM,21,20
30/11/2023,8:15 PM,14,75
30/11/2023,8:30 PM,7,64
30/11/2023,8:45 PM,38,89
30/11/2023,9:00 PM,52,68
01/12/2023,9:00 AM,95,74
01/12/2023,9:15 AM,49,9
01/12/2023,9:30 AM,47,64
01/12/2023,9:45 AM,74,43
01/12/2023,10:00 AM,51,3
01/12/2023,10:15 AM,31,47
01/12/2023,10:30 AM,77,23
01/12/2023,10:45 AM,53,44
01/12/2023,11:00 AM,16,59
01/12/2023,11:15 AM,9,80
01/12/2023,11:30 AM,26,9
01/12/2023,11:45 AM,82,52
01/12/2023,12:00 PM,10,29
01/12/2023,12:15 PM,42,34
01/12/2023,12:30 PM,54,86
01/12/2023,12:45 PM,77,56
01/12/2023,1:00 PM,93,94
01/12/2023,1:15 PM,20,1
01/12/2023,1:30 PM,80,23
01/12/2023,1:45 PM,48,90
01/12/2023,2:00 PM,83,13
01/12/2023,2:15 PM,25,93
01/12/2023,2:30 PM,39,22
01/12/2023,2:45 PM,94,37
01/12/2023,3:00 PM,18,55
01/12/2023,3:15 PM,82,86
01/12/2023,3:30 PM,85,50
01/12/2023,3:45 PM,33,18
01/12/2023,4:00 PM,7,53
01/12/2023,4:15 PM,26,41
01/12/2023,4:30 PM,98,93
01/12/2023,4:45 PM,81,62
01/12/2023,5:00 PM,38,7
01/12/2023,5:15 PM,47,51
01/12/2023,5:30 PM,18,29
01/12/2023,5:45 PM,69,4
01/12/2023,6:00 PM,51,41
01/12/2023,6:15 PM,77,54
01/12/2023,6:30 PM,90,15
01/12/2023,6:45 PM,47,81
01/12/2023,7:00 PM,33,58
01/12/2023,7:15 PM,70,5
01/12/2023,7:30 PM,56,51
01/12/2023,7:45 PM,9,34
01/12/2023,8:00 PM,72,52
01/12/2023,8:15 PM,59,53
01/12/2023,8:30 PM,21,33
01/12/2023,8:45 PM,36,19
01/12/2023,9:00 PM,70,7
02/12/2023,9:00 AM,97,93
02/12/2023,9:15 AM,83,20
02/12/2023,9:30 AM,91,7
02/12/2023,9:45 AM,19,48
02/12/2023,10:00 AM,8,10
02/12/2023,10:15 AM,25,80
02/12/2023,10:30 AM,10,19
02/12/2023,10:45 AM,55,12
02/12/2023,11:00 AM,84,28
02/12/2023,11:15 AM,89,63
02/12/2023,11:30 AM,9,60
02/12/2023,11:45 AM,26,2
02/12/2023,12:00 PM,8,92
02/12/2023,12:15 PM,66,87
02/12/2023,12:30 PM,90,67
02/12/2023,12:45 PM,18,3
02/12/2023,1:00 PM,94,4
02/12/2023,1:15 PM,79,47
02/12/2023,1:30 PM,80,60
02/12/2023,1:45 PM,56,52
02/12/2023,2:00 PM,11,63
02/12/2023,2:15 PM,83,2
02/12/2023,2:30 PM,45,46
02/12/2023,2:45 PM,5,80
02/12/2023,3:00 PM,32,83
02/12/2023,3:15 PM,61,60
02/12/2023,3:30 PM,41,53
02/12/2023,3:45 PM,25,10
02/12/2023,4:00 PM,41,5
02/12/2023,4:15 PM,98,45
02/12/2023,4:30 PM,64,12
02/12/2023,4:45 PM,90,35
02/12/2023,5:00 PM,20,68
02/12/2023,5:15 PM,5,77
02/12/2023,5:30 PM,6,52
02/12/2023,5:45 PM,76,77
02/12/2023,6:00 PM,30,95
02/12/2023,6:15 PM,55,77
02/12/2023,6:30 PM,39,61
02/12/2023,6:45 PM,2,17
02/12/2023,7:00 PM,32,85
02/12/2023,7:15 PM,22,25
02/12/2023,7:30 PM,11,84
02/12/2023,7:45 PM,30,8
02/12/2023,8:00 PM,3,8
02/12/2023,8:15 PM,68,15
02/12/2023,8:30 PM,89,11
02/12/2023,8:45 PM,78,75
02/12/2023,9:00 PM,10,64
03/12/2023,9:00 AM,22,12
03/12/2023,9:15 AM,22,21
03/12/2023,9:30 AM,60,6
03/12/2023,9:45 AM,97,62
03/12/2023,10:00 AM,3,25
03/12/2023,10:15 AM,16,24
03/12/2023,10:30 AM,29,14
03/12/2023,10:45 AM,8,10
03/12/2023,11:00 AM,75,5
03/12/2023,11:15 AM,16,73
03/12/2023,11:30 AM,81,26
03/12/2023,11:45 AM,25,79
03/12/2023,12:00 PM,80,12
03/12/2023,12:15 PM,77,3
03/12/2023,12:30 PM,76,55
03/12/2023,12:45 PM,31,77
03/12/2023,1:00 PM,65,16
03/12/2023,1:15 PM,68,99
03/12/2023,1:30 PM,32,1
03/12/2023,1:45 PM,82,5
03/12/2023,2:00 PM,64,21
03/12/2023,2:15 PM,75,68
03/12/2023,2:30 PM,95,57
03/12/2023,2:45 PM,94,23
03/12/2023,3:00 PM,46,43
03/12/2023,3:15 PM,43,72
03/12/2023,3:30 PM,15,21
03/12/2023,3:45 PM,77,69
03/12/2023,4:00 PM,63,98
03/12/2023,4:15 PM,39,24
03/12/2023,4:30 PM,14,39
03/12/2023,4:45 PM,74,22
03/12/2023,5:00 PM,9,94
03/12/2023,5:15 PM,50,12
03/12/2023,5:30 PM,89,10
03/12/2023,5:45 PM,81,13
03/12/2023,6:00 PM,64,46
03/12/2023,6:15 PM,20,66
03/12/2023,6:30 PM,57,89
03/12/2023,6:45 PM,38,72
03/12/2023,7:00 PM,74,46
03/12/2023,7:15 PM,50,20
03/12/2023,7:30 PM,43,68
03/12/2023,7:45 PM,1,85
03/12/2023,8:00 PM,9,86
03/12/2023,8:15 PM,21,64
03/12/2023,8:30 PM,17,24
03/12/2023,8:45 PM,3,58
03/12/2023,9:00 PM,0,32
04/12/2023,9:00 AM,27,35
04/12/2023,9:15 AM,80,83
04/12/2023,9:30 AM,75,58
04/12/2023,9:45 AM,96,97
04/12/2023,10:00 AM,25,33
04/12/2023,10:15 AM,51,85
04/12/2023,10:30 AM,75,24
04/12/2023,10:45 AM,13,26
04/12/2023,11:00 AM,22,63
04/12/2023,11:15 AM,91,97
04/12/2023,11:30 AM,52,1
04/12/2023,11:45 AM,52,20
04/12/2023,12:00 PM,95,4
04/12/2023,12:15 PM,49,8
04/12/2023,12:30 PM,96,24
04/12/2023,12:45 PM,8,41
04/12/2023,1:00 PM,64,45
04/12/2023,1:15 PM,11,23
04/12/2023,1:30 PM,25,51
04/12/2023,1:45 PM,80,43
04/12/2023,2:00 PM,40,10
04/12/2023,2:15 PM,52,60
04/12/2023,2:30 PM,54,2
04/12/2023,2:45 PM,90,84
04/12/2023,3:00 PM,60,21
04/12/2023,3:15 PM,72,32
04/12/2023,3:30 PM,69,66
04/12/2023,3:45 PM,95,70
04/12/2023,4:00 PM,88,12
04/12/2023,4:15 PM,25,49
04/12/2023,4:30 PM,55,71
04/12/2023,4:45 PM,91,97
04/12/2023,5:00 PM,37,3
04/12/2023,5:15 PM,7,87
04/12/2023,5:30 PM,15,18
04/12/2023,5:45 PM,61,99
04/12/2023,6:00 PM,10,79
04/12/2023,6:15 PM,56,71
04/12/2023,6:30 PM,62,47
04/12/2023,6:45 PM,22,85
04/12/2023,7:00 PM,51,14
04/12/2023,7:15 PM,22,75
04/12/2023,7:30 PM,35,9
04/12/2023,7:45 PM,98,0
04/12/2023,8:00 PM,70,14
04/12/2023,8:15 PM,54,67
04/12/2023,8:30 PM,29,27
04/12/2023,8:45 PM,29,72
04/12/2023,9:00 PM,53,36
05/12/2023,9:00 AM,26,21
05/12/2023,9:15 AM,82,70
05/12/2023,9:30 AM,35,72
05/12/2023,9:45 AM,30,91
05/12/2023,10:00 AM,78,73
05/12/2023,10:15 AM,71,60
05/12/2023,10:30 AM,11,79
05/12/2023,10:45 AM,23,64
05/12/2023,11:00 AM,41,35
05/12/2023,11:15 AM,30,85
05/12/2023,11:30 AM,9,78
05/12/2023,11:45 AM,49,23
05/12/2023,12:00 PM,38,18
05/12/2023,12:15 PM,51,65
05/12/2023,12:30 PM,10,33
05/12/2023,12:45 PM,46,61
05/12/2023,1:00 PM,88,59
05/12/2023,1:15 PM,31,76
05/12/2023,1:30 PM,70,64
05/12/2023,1:45 PM,5,48
05/12/2023,2:00 PM,14,22
05/12/2023,2:15 PM,81,78
05/12/2023,2:30 PM,68,23
05/12/2023,2:45 PM,93,15
05/12/2023,3:00 PM,94,61
05/12/2023,3:15 PM,58,72
05/12/2023,3:30 PM,53,40
05/12/2023,3:45 PM,80,26
05/12/2023,4:00 PM,54,13
05/12/2023,4:15 PM,4,15
05/12/2023,4:30 PM,80,38
05/12/2023,4:45 PM,78,47
05/12/2023,5:00 PM,24,91
05/12/2023,5:15 PM,86,47
05/12/2023,5:30 PM,40,93
05/12/2023,5:45 PM,40,4
05/12/2023,6:00 PM,73,88
05/12/2023,6:15 PM,13,84
05/12/2023,6:30 PM,55,20
05/12/2023,6:45 PM,57,96
05/12/2023,7:00 PM,54,78
05/12/2023,7:15 PM,81,10
05/12/2023,7:30 PM,70,99
05/12/2023,7:45 PM,74,63
05/12/2023,8:00 PM,86,65
05/12/2023,8:15 PM,36,65
05/12/2023,8:30 PM,45,55
05/12/2023,8:45 PM,92,38
05/12/2023,9:00 PM,3,67
06/12/2023,9:00 AM,17,58
06/12/2023,9:15 AM,15,27
06/12/2023,9:30 AM,81,58
06/12/2023,9:45 AM,5,81
06/12/2023,10:00 AM,28,68
06/12/2023,10:15 AM,13,84
06/12/2023,10:30 AM,69,25
06/12/2023,10:45 AM,64,84
06/12/2023,11:00 AM,74,0
06/12/2023,11:15 AM,10,96
06/12/2023,11:30 AM,83,76
06/12/2023,11:45 AM,92,72
06/12/2023,12:00 PM,12,97
06/12/2023,12:15 PM,48,72
06/12/2023,12:30 PM,97,45
06/12/2023,12:45 PM,81,95
06/12/2023,1:00 PM,31,7
06/12/2023,1:15 PM,58,64
06/12/2023,1:30 PM,1,51
06/12/2023,1:45 PM,15,58
06/12/2023,2:00 PM,23,5
06/12/2023,2:15 PM,45,90
06/12/2023,2:30 PM,52,24
06/12/2023,2:45 PM,34,79
06/12/2023,3:00 PM,47,22
06/12/2023,3:15 PM,16,64
06/12/2023,3:30 PM,98,60
06/12/2023,3:45 PM,78,19
06/12/2023,4:00 PM,14,32
06/12/2023,4:15 PM,45,65
06/12/2023,4:30 PM,44,28
06/12/2023,4:45 PM,23,29
06/12/2023,5:00 PM,4,59
06/12/2023,5:15 PM,65,66
06/12/2023,5:30 PM,25,67
06/12/2023,5:45 PM,24,84
06/12/2023,6:00 PM,34,94
06/12/2023,6:15 PM,84,10
06/12/2023,6:30 PM,37,76
06/12/2023,6:45 PM,15,0
06/12/2023,7:00 PM,37,38
06/12/2023,7:15 PM,43,21
06/12/2023,7:30 PM,61,60
06/12/2023,7:45 PM,98,38
06/12/2023,8:00 PM,54,98
06/12/2023,8:15 PM,80,14
06/12/2023,8:30 PM,69,99
06/12/2023,8:45 PM,18,92
06/12/2023,9:00 PM,92,6
07/12/2023,9:00 AM,18,25
07/12/2023,9:15 AM,60,62
07/12/2023,9:30 AM,54,43
07/12/2023,9:45 AM,83,91
07/12/2023,10:00 AM,76,68
07/12/2023,10:15 AM,12,40
07/12/2023,10:30 AM,63,95
07/12/2023,10:45 AM,65,93
07/12/2023,11:00 AM,93,32
07/12/2023,11:15 AM,78,95
07/12/2023,11:30 AM,57,50
07/12/2023,11:45 AM,48,42
07/12/2023,12:00 PM,29,83
07/12/2023,12:15 PM,38,66
07/12/2023,12:30 PM,50,81
07/12/2023,12:45 PM,68,40
07/12/2023,1:00 PM,90,32
07/12/2023,1:15 PM,19,6
07/12/2023,1:30 PM,96,18
07/12/2023,1:45 PM,29,35
07/12/2023,2:00 PM,53,22
07/12/2023,2:15 PM,10,48
07/12/2023,2:30 PM,92,75
07/12/2023,2:45 PM,73,69
07/12/2023,3:00 PM,31,38
07/12/2023,3:15 PM,79,62
07/12/2023,3:30 PM,3,83
07/12/2023,3:45 PM,10,94
07/12/2023,4:00 PM,83,22
07/12/2023,4:15 PM,63,39
07/12/2023,4:30 PM,71,64
07/12/2023,4:45 PM,96,1
07/12/2023,5:00 PM,95,16
07/12/2023,5:15 PM,51,82
07/12/2023,5:30 PM,40,87
07/12/2023,5:45 PM,19,61
07/12/2023,6:00 PM,43,24
07/12/2023,6:15 PM,72,23
07/12/2023,6:30 PM,24,68
07/12/2023,6:45 PM,47,35
07/12/2023,7:00 PM,68,80
07/12/2023,7:15 PM,76,42
07/12/2023,7:30 PM,79,83
07/12/2023,7:45 PM,56,89
07/12/2023,8:00 PM,18,80
07/12/2023,8:15 PM,29,59
07/12/2023,8:30 PM,90,68
07/12/2023,8:45 PM,7,14
07/12/2023,9:00 PM,45,28
08/12/2023,9:00 AM,57,27
08/12/2023,9:15 AM,90,52
08/12/2023,9:30 AM,8,63
08/12/2023,9:45 AM,45,76
08/12/2023,10:00 AM,51,65
08/12/2023,10:15 AM,25,74
08/12/2023,10:30 AM,93,20
08/12/2023,10:45 AM,2,18
08/12/2023,11:00 AM,82,40
08/12/2023,11:15 AM,80,95
08/12/2023,11:30 AM,41,53
08/12/2023,11:45 AM,3,21
08/12/2023,12:00 PM,0,54
08/12/2023,12:15 PM,1,16
08/12/2023,12:30 PM,55,91
08/12/2023,12:45 PM,29,2
08/12/2023,1:00 PM,87,64
08/12/2023,1:15 PM,34,32
08/12/2023,1:30 PM,90,7
08/12/2023,1:45 PM,21,19
08/12/2023,2:00 PM,9,11
08/12/2023,2:15 PM,16,73
08/12/2023,2:30 PM,90,71
08/12/2023,2:45 PM,40,70
08/12/2023,3:00 PM,50,85
08/12/2023,3:15 PM,89,29
08/12/2023,3:30 PM,77,79
08/12/2023,3:45 PM,69,61
08/12/2023,4:00 PM,92,0
08/12/2023,4:15 PM,56,36
08/12/2023,4:30 PM,6,38
08/12/2023,4:45 PM,66,69
08/12/2023,5:00 PM,34,7
08/12/2023,5:15 PM,67,48
08/12/2023,5:30 PM,15,40
08/12/2023,5:45 PM,91,3
08/12/2023,6:00 PM,10,73
08/12/2023,6:15 PM,89,63
08/12/2023,6:30 PM,1,90
08/12/2023,6:45 PM,86,97
08/12/2023,7:00 PM,94,73
08/12/2023,7:15 PM,64,48
08/12/2023,7:30 PM,95,81
08/12/2023,7:45 PM,57,79
08/12/2023,8:00 PM,46,8
08/12/2023,8:15 PM,81,98
08/12/2023,8:30 PM,5,82
08/12/2023,8:45 PM,67,80
08/12/2023,9:00 PM,57,18
09/12/2023,9:00 AM,8,50
09/12/2023,9:15 AM,31,99
09/12/2023,9:30 AM,2,28
09/12/2023,9:45 AM,3,7
09/12/2023,10:00 AM,94,26
09/12/2023,10:15 AM,70,0
09/12/2023,10:30 AM,59,96
09/12/2023,10:45 AM,36,45
09/12/2023,11:00 AM,16,99
09/12/2023,11:15 AM,78,56
09/12/2023,11:30 AM,98,14
09/12/2023,11:45 AM,51,44
09/12/2023,12:00 PM,69,84
09/12/2023,12:15 PM,31,54
09/12/2023,12:30 PM,35,91
09/12/2023,12:45 PM,64,46
09/12/2023,1:00 PM,54,57
09/12/2023,1:15 PM,70,13
09/12/2023,1:30 PM,21,60
09/12/2023,1:45 PM,37,59
09/12/2023,2:00 PM,16,99
09/12/2023,2:15 PM,69,45
09/12/2023,2:30 PM,58,78
09/12/2023,2:45 PM,66,85
09/12/2023,3:00 PM,65,79
09/12/2023,3:15 PM,64,96
09/12/2023,3:30 PM,55,90
09/12/2023,3:45 PM,29,18
09/12/2023,4:00 PM,96,24
09/12/2023,4:15 PM,91,70
09/12/2023,4:30 PM,64,84
09/12/2023,4:45 PM,16,66
09/12/2023,5:00 PM,85,93
09/12/2023,5:15 PM,22,55
09/12/2023,5:30 PM,96,12
09/12/2023,5:45 PM,98,58
09/12/2023,6:00 PM,41,47
09/12/2023,6:15 PM,38,98
09/12/2023,6:30 PM,41,8
09/12/2023,6:45 PM,77,84
09/12/2023,7:00 PM,11,80
09/12/2023,7:15 PM,35,83
09/12/2023,7:30 PM,63,9
09/12/2023,7:45 PM,58,21
09/12/2023,8:00 PM,5,42
09/12/2023,8:15 PM,4,20
09/12/2023,8:30 PM,37,12
09/12/2023,8:45 PM,39,23
09/12/2023,9:00 PM,13,11
10/12/2023,9:00 AM,5,57
10/12/2023,9:15 AM,83,1
10/12/2023,9:30 AM,8,84
10/12/2023,9:45 AM,8,15
10/12/2023,10:00 AM,9,69
10/12/2023,10:15 AM,96,31
10/12/2023,10:30 AM,66,83
10/12/2023,10:45 AM,42,92
10/12/2023,11:00 AM,42,27
10/12/2023,11:15 AM,82,87
10/12/2023,11:30 AM,10,80
10/12/2023,11:45 AM,1,47
10/12/2023,12:00 PM,34,33
10/12/2023,12:15 PM,68,20
10/12/2023,12:30 PM,56,45
10/12/2023,12:45 PM,82,52
10/12/2023,1:00 PM,96,68
10/12/2023,1:15 PM,78,89
10/12/2023,1:30 PM,94,2
10/12/2023,1:45 PM,92,48
10/12/2023,2:00 PM,96,11
10/12/2023,2:15 PM,54,73
10/12/2023,2:30 PM,34,42
10/12/2023,2:45 PM,83,4
10/12/2023,3:00 PM,64,5
10/12/2023,3:15 PM,15,18
10/12/2023,3:30 PM,98,0
10/12/2023,3:45 PM,26,41
10/12/2023,4:00 PM,37,54
10/12/2023,4:15 PM,86,35
10/12/2023,4:30 PM,67,93
10/12/2023,4:45 PM,25,60
10/12/2023,5:00 PM,9,47
10/12/2023,5:15 PM,75,12
10/12/2023,5:30 PM,93,84
10/12/2023,5:45 PM,65,27
10/12/2023,6:00 PM,80,8
10/12/2023,6:15 PM,87,62
10/12/2023,6:30 PM,15,1
10/12/2023,6:45 PM,54,66
10/12/2023,7:00 PM,84,73
10/12/2023,7:15 PM,47,1
10/12/2023,7:30 PM,97,59
10/12/2023,7:45 PM,21,40
10/12/2023,8:00 PM,87,65
10/12/2023,8:15 PM,22,23
10/12/2023,8:30 PM,4,84
10/12/2023,8:45 PM,18,81
10/12/2023,9:00 PM,92,11
11/12/2023,9:00 AM,1,50
11/12/2023,9:15 AM,67,17
11/12/2023,9:30 AM,58,82
11/12/2023,9:45 AM,57,38
11/12/2023,10:00 AM,16,78
11/12/2023,10:15 AM,1,61
11/12/2023,10:30 AM,67,23
11/12/2023,10:45 AM,97,50
11/12/2023,11:00 AM,64,1
11/12/2023,11:15 AM,40,84
11/12/2023,11:30 AM,14,30
11/12/2023,11:45 AM,56,49
11/12/2023,12:00 PM,5,96
11/12/2023,12:15 PM,82,14
11/12/2023,12:30 PM,95,57
11/12/2023,12:45 PM,83,1
11/12/2023,1:00 PM,70,96
11/12/2023,1:15 PM,4,81
11/12/2023,1:30 PM,84,11
11/12/2023,1:45 PM,64,1
11/12/2023,2:00 PM,66,10
